,Parameter Source Pipeline,Detection Pipeline(s),TIC ID,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,dstArcSec,qld_a,qld_b,i,M_planet [ME],K_RV [m/s],TSM,ESM,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Sectors_Observed,Cameras,CCDs,EdgeWarn
82,spoc-s01-s69-b0A-PC,SPOC,219195044,714.02,PC,92.391749,-53.823474,92.3924167116,-53.8229879518,11.5,0.017,1419.106129919419,0.0015761323,10.177547481148762,2.1903606e-05,2.040165508215469,0.32982758,943.2876092801362,63.75644,"1,2,4,5,6,7,8,11,12,28,29,31,32,33,34,35,38,61,65,66,67,68,69,87,88,93,94,95,96,98",possible multi,4.438,0.0,2,0.4731410145759582,0.0141473,1.5705442760235626,0.36816862,423.37176636389046,3782.0,0.0,7.592915594705752,15.310181,False,2,4,1,1,4,4,4,2019-05-24 15:31:12+00:00,2024-09-19 08:44:52.466000+00:00,219195044,92.3917403896938,-53.8234843718227,92.7211,115.298,11.5436,STAR,tmgaia2,20190415,,,181-007319,06093401-5349245,,J060934.13-534923.2,5500474185452572032,26164735,,tmgaia2,0.0551481,0.0578391,gaia2,18.5421,0.0232365,gaia2,262.006887515768,-27.6141894278049,96.3885150763294,-77.2097195667508,14.814,0.01,13.311,0.092,,,,,,,,,,,10.241,0.022,9.677,0.024,9.468,0.023,AAA-222-111-000-0-0,,9.34,0.023,9.237,0.02,9.172,0.025,9.093,0.341,12.5703,0.000319,0.00732993,cdwrf,cdwrf,3731.0,157.0,4.76101,0.00720021,,,0.473141,0.0141473,0.470893,0.0203489,4.44581,0.206839,DWARF,0.03908201,0.008957809,53.8473,0.0679,0.0,0.0,102.0,0.0104278978,,,0.00779907731,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.6124,0.002417,11.566,0.00134,1,,ucac4,apassdr9,cooldwarfs_v8,0.958838385994545,0.896902912089975,92.3924167116476,-53.8229879517797,0.0211019338830743,0.0266783813016407,1,0,0.0,0.1737,0.4118,1.5707963267948966,3.089572887992016,1.5062183217690133,29.229858654584586,,10404294.714819282,7.61705900378542,30.0,"4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3","4,4,1,1,4,2,2,3,3,4,4,1,1,3,2,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
83,spoc-s01-s69-b0A-PC,SPOC,271596225,797.02,PC,108.5617,-74.6025,108.563086211,-74.603094912,11.664,0.04,1327.4161559277252,0.0008245677,4.140006154705706,7.344029e-06,1.030917491649399,0.28555506,740.3454034733818,59.59628,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,66,67,68,69,87,88,89,90,93,94,95,97,98",centroid scatter between sectors; possible multi,4.77431,0.348429,2,0.4737020134925842,0.0140887,1.3230408103077709,1.0773497,552.6192070626968,3704.0,64.0,22.04067563158852,14.647768,False,2,4,1,1,4,4,4,2019-06-14 18:35:01+00:00,2024-02-15 18:39:29.503000+00:00,271596225,108.561734606872,-74.6025441369553,83.3502,-127.921,11.7144,STAR,tmgaia2,20190415,,,077-007262,07141480-7436089,,J071415.03-743610.4,5262540590756812032,33638726,,tmgaia2,0.0445729,0.042326,gaia2,17.767,0.0248273,gaia2,286.0409091475,-24.5910269469413,241.014315735485,-79.9553831783509,15.17,0.045,13.689,0.035,,,,,,,,,,,10.408,0.023,9.781,0.025,9.557,0.021,AAA-222-111-000-0-0,,9.383,0.023,9.302,0.02,9.184,0.027,9.255,0.496,12.8028,0.000391,0.00731113,cdwrf,cdwrf,3607.0,157.0,4.76051,0.00713645,,,0.473702,0.0140887,0.471474,0.0202932,4.43549,0.204998,DWARF,0.0342207663,0.008033318,56.1927,0.07895,0.0,0.0,143.0,0.0315428078,,,0.00842175,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.9613,0.002199,11.7497,0.001216,1,,cdwrf,apassdr9,cooldwarfs_v8,0.868820125351171,0.656466826110829,108.563086211138,-74.6030949120129,0.0223725960041797,0.0233056854656915,1,0,0.0,0.1671,0.4201,1.5707963267948966,2.3091493417101217,1.5180935784310265,4.251078284454296,,30201233.432648856,22.110540247953654,43.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","2,3,3,3,4,4,4,4,1,1,1,2,2,2,2,3,3,3,4,4,4,1,1,1,1,2,4,1,1,1,2,2,2,3,4,4,1,1,2,2,2,3,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
84,spoc-s01-s69-b0A-PC,SPOC,300710077,789.01,PC,115.2685,-71.3044,115.270225202,-71.303763999,11.92,0.041,1329.104548602787,0.0010908889,5.44706477562336,9.833489e-06,1.5833010465401147,0.4370769,862.2586997388523,63.576244,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,64,65,66,67,69,87,88,89,90,93,94,95,96,97,98",potential multi; crowded field,4.87707,0.378264,1,0.3711400032043457,0.0111606,1.1245064337544195,0.7926061,448.3198817017654,3471.0,64.0,9.54713355075766,14.739803,False,2,4,1,1,4,4,4,2019-06-14 18:35:01+00:00,2024-12-05 18:16:22.916000+00:00,300710077,115.268484216621,-71.3044021862841,129.613,148.226,11.9802,STAR,tmgaia2,20190415,,,094-012602,07410444-7118157,,J074104.72-711814.2,5264306681309492864,33653481,,tmgaia2,0.0563228,0.0682759,gaia2,23.0089,0.0305029,gaia2,283.234338976907,-21.7539178329311,219.009623485503,-79.8581263921775,15.775,0.013,14.23,0.026,,,,,,,,,,,10.507,0.022,9.954,0.021,9.704,0.023,AAA-222-111-000-0-0,,9.568,0.023,9.419,0.02,9.309,0.023,9.471,0.322,13.1643,0.00042,0.00732583,cdwrf,cdwrf,3461.0,157.0,4.85358,0.00150049,,,0.37114,0.0111606,0.358579,0.0203116,7.01409,0.235204,DWARF,0.01780642,0.00432470441,43.407,0.0579,0.0,0.0,179.0,0.08253233,,,0.0101540126,0.0,0.0,,,,,,,,,,,,0.0579,0.0579,bj2018,,,cdwrf,14.4815,0.003397,12.0337,0.0013,1,,cdwrf,apassdr9,cooldwarfs_v8,1.07477536660167,1.0588344418757,115.270225202476,-71.3037639990323,0.0295565068637876,0.0343704913789829,1,0,0.0,0.1604,0.4325,1.5707963267948966,1.4799868812388057,1.0656938695049043,5.1423027422700756,,13082119.890085794,9.577514077474799,42.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","3,3,3,4,4,4,1,1,1,2,2,2,2,3,3,3,4,4,4,1,1,1,2,2,1,1,1,1,2,2,2,3,4,1,1,1,2,2,2,3,3,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
85,spoc-s01-s65-b0A-PC,SPOC,374829238,785.01,PC,88.337467,-65.633953,88.3372898976,-65.6335002058,11.466,0.017,1363.8563867118894,0.026543874,18.628610243557645,0.0005371517,30.015619420094904,1.5522952,570.2527990117338,43.262672,"2,3,6,7,9,10,12,13,27,29,30,32,33,34,36,37,39,61,62,63,64,65,87,88,89,90,97,98",inconsistent centroid offset between sectors; L1 planet candidate ,4.438,0.0,1,0.5613009929656982,0.0166798,1.6416263559502815,0.09292262,366.95244616621306,3783.0,0.0,4.285091996687229,9.695772,False,2,4,2,2,4,4,4,2019-06-14 18:35:01+00:00,2025-07-09 20:51:12.600000+00:00,374829238,88.3374489568932,-65.6339403024196,-15.2413,102.216,11.5026,STAR,tmgaia2,20190415,,,122-008280,05532099-6538022,,J055320.96-653801.1,4755884700667639296,32453924,,tmgaia2,0.0509349,0.0457605,gaia2,15.2255,0.0226928,gaia2,275.319353404214,-30.4934045740446,53.2260561980846,-88.8543506014259,14.793,0.037,13.344,0.103,,,,,,,,,,,10.219,0.022,9.592,0.025,9.363,0.022,AAA-222-111-000-0-0,,9.253,0.023,9.237,0.02,9.117,0.023,9.108,0.257,12.5245,0.000397,0.00737907,cdwrf,cdwrf,3733.0,157.0,4.68421,0.00994379,,,0.561301,0.0166798,0.555307,0.0202895,3.14012,0.165423,DWARF,0.0551211536,0.0126083726,65.5548,0.09825,0.0,0.0,1442.0,0.06556935,,,0.00644596061,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.5689,0.002316,11.5249,0.001626,1,,ucac4,apassdr9,cooldwarfs_v8,0.93964517266179,0.70967154236223,88.3372898976403,-65.6335002058347,0.0208556099615016,0.0233363608714795,1,0,0.0,0.2315,0.3808,1.5707963267948966,3.33071167246512,1.1892508514392386,19.263616190574137,,5871697.946062097,4.298712304242673,28.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","1,1,2,2,3,3,4,4,4,1,1,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,1,2","0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
86,spoc-s01-s39-b0A-PC,QLP,38460940,805.01,PC,61.133133,-62.987225,61.1357994647,-62.9891318874,13.163,0.033,2357.9930448,0.0019773,4.117764856494828,1.1241644e-05,1.212675049878173,0.33637387,1948.1405783198236,163.48494,"1,2,2,3,4,5,7,8,11,12,27,28,29,30,31,32,34,35,37,38,61,62,63,64,65,67,68,69,88,89,94,95,96,97",,4.438,0.0,1,0.2811290025711059,0.00856972,1.2761469813921114,0.62429076,440.8496682539978,3376.0,0.0,8.926538347193809,12.71026,False,2,4,1,1,4,4,4,2019-06-14 18:35:01+00:00,2022-03-21 17:02:36.170000+00:00,38460940,61.1332196624663,-62.9872249117739,272.141,-442.905,13.1018,STAR,tmgaia2,20190415,,,136-003709,04043192-6259134,,,4676264704310135296,29802690,,tmgaia2,0.0535665,0.0565948,gaia2,19.2476,0.0312165,gaia2,275.571292353427,-42.4757449872869,2.75467819388636,-77.3188875659546,17.059,0.056,15.634,0.114,,,,,,,,,,,11.576,0.024,11.036,0.023,10.838,0.025,AAA-222-111-000-0-0,,,,,,,,,,14.3472,0.000369,0.00725864,cdwrf,cdwrf,3366.0,157.0,4.94721,0.00801386,,,0.281129,0.00856972,0.25524,0.0202332,11.4877,0.138073,DWARF,0.00914034247,0.00227515725,51.8767,0.0846,0.0,0.0,47.0,0.00213099667,,,0.006676872,0.0,0.0,,,,,,,,,,,,0.0845,0.0847,bj2018,,,cdwrf,15.7949,0.00221,13.1686,0.000764,1,,ucac4,apassdr9,cooldwarfs_v8,0.974186653036173,0.877718526027826,61.135799464722,-62.9891318873733,0.0301587224565579,0.0295962023932015,1,0,0.0,0.1555,0.4459,1.5707963267948966,2.171917324520121,2.1534872299606675,5.364824431592464,,12231771.223076407,8.95496770139271,34.0,"4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3","1,4,1,3,2,2,3,3,4,4,1,1,4,3,2,2,3,3,4,4,3,3,3,4,4,1,1,4,3,3,1,1,4,3","0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
87,spoc-s10-b02,SPOC,5868998,749.01,PC,187.7822,-23.7735,187.781988007,-23.773714774,13.592,0.04,1569.93359,0.000286,0.63554,1.2e-05,1.257326,0.023871,51164.635251,832.9864,"10,37,90,101",Likely EB,4.8169,0.364675,1,0.442,0.069,14.372489,6.281129,997.0050831664686,3602.0,66.0,233.51269272891068,74.55815,False,3,4,3,3,4,4,4,2019-06-11 20:03:40+00:00,2019-06-11 20:03:40+00:00,5868998,187.782153783409,-23.7735638909043,-35.2357,-35.0438,13.9372,STAR,tmgaia2,20190415,,,332-065154,12310773-2346247,,J123107.70-234625.0,3501271053530782080,11178132,,tmgaia2,0.193128,0.109809,gaia2,4.28273,0.0989079,gaia2,296.961584370898,38.8626327319734,196.816836623963,-18.6972037566888,17.449,0.311,15.887,0.166,,,,,,,,,,,12.231,0.029,11.574,0.029,11.275,0.023,AAA-222-111-000-0-0,,11.128,0.021,11.057,0.021,10.848,0.128,8.514,,14.9909,0.000873,0.0069,rered,gaia2,3644.0,122.0,4.37169,,,,0.783601,,0.527,,1.09528,,DWARF,0.09754357,,232.123,5.3735,0.0486418,0.01349835,,,,,,0.0118014,0.0151953,panstarrs,,,,,,,,,,,5.251,5.496,bj2018,,,dered,16.2011,0.005391,13.8243,0.009399,1,,cdwrf,apassdr9,,3.06028825522835,1.70335045688902,187.781988007345,-23.7737147740193,0.0859076563831324,0.0668155627363052,1,0,0.0,0.2125,0.3984,1.5707963267948966,35387.05962230925,40340.54741546198,0.8092858016204423,,972393383.6577054,711.8961910663204,4.0,"1,1,1,1","1,1,3,3","0,0,0,0"
88,spoc-s01-s39-b0A-PC,SPOC,178709444,762.01,PC,166.0757,-47.8214,166.074742335,-47.8214964005,13.497,0.087,2329.5056307,0.0008324,3.471680802031912,3.2942403e-06,1.381697772809931,0.044831026,30624.643459913237,808.0704,"10,36,37,63,90,99,100",epoch from qlp-s37-tois; all other parameters from spoc-s01-s39 multisector,4.91468,0.484981,1,0.4267849922180176,0.0130268,8.027234045233971,0.29949307,517.8926557944686,3399.0,102.0,17.00121702034447,40.89199,False,3,4,3,3,4,4,4,2019-06-11 20:03:40+00:00,2021-11-09 14:50:00.772000+00:00,178709444,166.075762910313,-47.8213908465722,-159.157,-24.5147,13.6615,STAR,tmgaia2,20190415,,,211-057436,11041818-4749169,,J110417.99-474917.4,5362352744504000256,22985530,,tmgaia2,0.06986,0.0671511,gaia2,10.1292,0.0441301,gaia2,284.961532108938,11.2772164841311,192.671741691424,-48.0883652713363,17.891,0.0,16.0,0.2,,,,,,,,,,,11.999,0.026,11.348,0.028,11.084,0.027,AAA-222-111-000-0-0,,10.879,0.023,10.77,0.021,10.574,0.069,9.307,,14.9535,0.000471,0.00734244,cdwrf,cdwrf,3296.0,157.0,4.8023,0.0053483,,,0.426785,0.0130268,0.421357,0.020525,5.42029,0.232366,DWARF,0.0193669759,0.004900267,98.4458,0.4309,0.0,0.0,514.0,0.0501818731,,,0.0008205049,0.0,0.0,,,,,,,,,,,,0.4291,0.4327,bj2018,,,cdwrf,16.5039,0.003074,13.7388,0.00141,1,,cdwrf,apassdr9,cooldwarfs_v8,1.18492464953916,1.0413230318708,166.074742334745,-47.8214964004985,0.0322762685704283,0.0316462265741418,1,0,0.0,0.1529,0.4604,1.5707963267948966,49.29597023180904,37.04105633716631,149.37187167824706,,23296109.670774117,17.055249470028567,7.0,"2,2,2,2,2,3,2","1,2,1,2,2,1,1","0,0,0,0,0,0,0"
89,spoc-s01-s65-b0A-PC,SPOC,429358906,782.01,PC,183.9211,-18.9102,183.920361374,-18.9103377425,12.191,0.04,1577.0421744533292,0.0014045216,8.023981146836457,1.6911143e-05,1.7082730596787052,0.37981406,4010.0577601437976,293.40546,"10,36,63,90,101",L1 candidate,4.94964,0.399131,1,0.4065159857273102,0.0122887,2.59266525128202,0.915131,388.6156750985959,3331.0,63.0,5.390167467822834,14.5085945,False,2,4,1,1,4,4,4,2019-06-11 20:03:40+00:00,2024-02-15 18:26:19.990000+00:00,429358906,183.92110649533,-18.9101792165352,-163.72,-36.8186,12.2875,STAR,tmgaia2,20190415,,,356-064219,12154108-1854365,,J121540.94-185437.0,3518374197418907648,8564952,,tmgaia2,0.151313,0.0955335,gaia2,19.0147,0.0732826,gaia2,291.30833065985,43.1531694241355,191.281030556578,-15.7600668514953,16.359,0.093,14.83,0.024,,,,,,,,,,,10.675,0.021,10.108,0.024,9.86,0.024,AAA-222-111-000-0-0,,9.717,0.022,9.559,0.02,9.399,0.041,8.804,0.454,13.5645,0.000514,0.00731181,cdwrf,cdwrf,3320.0,157.0,4.82069,0.00402483,,,0.406516,0.0122887,0.398817,0.0204054,5.93664,0.234608,DWARF,0.0180884916,0.00454062736,52.5122,0.2036,0.0,0.0,58.0,0.004624526,,,0.00157200918,0.0,0.0,,,,,,,,,,,,0.2028,0.2044,bj2018,,,cdwrf,15.0789,0.001855,12.3618,0.001224,1,,cdwrf,apassdr9,cooldwarfs_v8,2.37826701891528,1.48198229417736,183.920361373925,-18.9103377425497,0.0540271874055449,0.0599495497031864,1,0,0.0,0.1529,0.4604,1.5707963267948966,7.236050811539937,4.265872613909198,57.16590630695577,,7385980.150945209,5.407329199393484,5.0,"1,1,1,1,1","4,3,3,3,3","0,0,0,0,0"
90,spoc-s01-s65-b0A-CP,SPOC,306996324,776.01,CP,178.5766,-37.5527,178.577997028,-37.553356837,9.652,0.04,1572.5997488293324,0.0017572688,15.66533218852484,3.8359216e-05,2.9937798914273404,0.23513722,1317.6530479616597,75.2017,"10,37,63,90,100,101",TOI-776 c / TOI 776.01,4.73575,0.338566,1,0.53302401304245,0.0157771,2.0999942253943376,0.20089346,383.2694674861313,3806.0,66.0,5.099620930292668,17.159199,False,5,5,5,5,5,5,5,2019-06-11 20:03:40+00:00,2024-10-02 16:36:11.961000+00:00,306996324,178.576633271141,-37.5527322695786,251.112,-145.059,9.73597,STAR,tmgaia2,20190415,,,263-063112,11541839-3733097,,,3460438662009633408,18392660,,tmgaia2,0.0507712,0.033576,gaia2,36.7762,0.0430809,gaia2,290.574691275375,23.9442955970662,195.807046207013,-34.5434259682541,13.041,0.051,11.536,0.041,,,,,,,,,,,8.483,0.018,7.877,0.04,7.615,0.02,AAA-111-111-000-0-0,,,,,,,,,,10.7409,0.000478,0.0073152,cdwrf,cdwrf,3747.0,157.0,4.70863,0.00910761,,,0.533024,0.0157771,0.52973,0.0202495,3.49796,0.177102,DWARF,0.0504571833,0.0114973914,27.1701,0.03205,0.0,0.0,172.0,0.010056,,,0.006745662,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,11.7854,0.001334,9.75804,0.001252,1,,cdwrf,apassdr9,cooldwarfs_v8,0.831745965981465,0.520819563439942,178.577997028192,-37.5533568370094,0.0304281266735565,0.020191940911443,1,0,0.0,0.2315,0.3808,1.5707963267948966,5.0594747610502875,1.9750338094274054,68.39013099865053,,6987823.573862182,5.11583590518038,6.0,"2,2,2,2,2,1","4,4,3,3,3,1","0,0,0,0,0,0"
91,spoc-s01-s65-b0A-CP,SPOC,306996324,776.02,CP,178.5766,-37.5527,178.577997028,-37.553356837,9.652,0.04,1571.4159625138866,0.0012303216,8.246613269501363,1.4605251e-05,2.41209094440725,0.4117858,1071.2067847943824,60.144234,"10,37,63,90,100,101",TOI 776.02 / TOI-776 b,4.73575,0.338566,2,0.53302401304245,0.0157771,1.768731463115585,0.8504002,474.67047248391225,3806.0,66.0,11.997475409960083,18.458174,False,5,5,5,5,5,5,5,2019-06-11 20:03:40+00:00,2024-10-02 16:44:06.435000+00:00,306996324,178.576633271141,-37.5527322695786,251.112,-145.059,9.73597,STAR,tmgaia2,20190415,,,263-063112,11541839-3733097,,,3460438662009633408,18392660,,tmgaia2,0.0507712,0.033576,gaia2,36.7762,0.0430809,gaia2,290.574691275375,23.9442955970662,195.807046207013,-34.5434259682541,13.041,0.051,11.536,0.041,,,,,,,,,,,8.483,0.018,7.877,0.04,7.615,0.02,AAA-111-111-000-0-0,,,,,,,,,,10.7409,0.000478,0.0073152,cdwrf,cdwrf,3747.0,157.0,4.70863,0.00910761,,,0.533024,0.0157771,0.52973,0.0202495,3.49796,0.177102,DWARF,0.0504571833,0.0114973914,27.1701,0.03205,0.0,0.0,172.0,0.010056,,,0.006745662,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,11.7854,0.001334,9.75804,0.001252,1,,cdwrf,apassdr9,cooldwarfs_v8,0.831745965981465,0.520819563439942,178.577997028192,-37.5533568370094,0.0304281266735565,0.020191940911443,1,0,0.0,0.2315,0.3808,1.5707963267948966,3.7802841945879,1.8276016629383807,67.73198676005188,,16439700.644914316,12.035623100768404,6.0,"2,2,2,2,2,1","4,4,3,3,3,1","0,0,0,0,0,0"
92,spoc-s01-s36-b0A-CPKP,SPOC,92226327,256.01,KP,11.247108,-15.271294,11.2486320112,-15.2741085299,11.238,0.07,1399.928643347068,0.0011207586,24.73734116,0.0001405365,2.0690509769268512,0.12742876,6560.492087025996,296.41574,"3,30,107",LHS-1140 b,5.05701,0.0,1,0.2155349999666214,0.00655817,1.8439453091989408,0.114572965,157.08988956967195,3131.0,0.0,0.1439176103804329,19.97876,False,5,5,5,5,5,5,5,2018-11-30 22:06:23+00:00,2018-11-30 22:06:23+00:00,92226327,11.2472145795075,-15.2715397578344,317.585,-596.617,11.2991,STAR,tmgaia2,20190415,,,374-000830,00445930-1516166,,,2371032916186181760,7447333,,tmgaia2,0.120648,0.0852977,gaia2,66.6996,0.0673611,gaia2,115.400367069977,-78.048876136232,4.10213886134999,-18.4515825780233,15.881,0.091,14.15,0.062,,,,,,,,,,,9.612,0.023,9.092,0.026,8.821,0.024,AAA-222-111-000-0-0,,,,,,,,,,12.6706,0.000356,0.00732876,cdwrf,cdwrf,3166.0,157.0,5.03724,0.0210634,,,0.215535,0.00655817,0.184589,0.0201091,18.4354,0.331505,DWARF,0.004205077,0.00109661045,14.9861,0.01525,0.0,0.0,29.0,0.0330840126,,,0.007876152,0.0,0.0,,,,,,,,,,,,0.0152,0.0153,bj2018,,,cdwrf,14.4352,0.002786,11.3989,0.001328,1,,apass,apassdr9,cooldwarfs_v8,1.88753214546853,1.32297949169913,11.2486320111991,-15.2741085299475,0.0532762302248684,0.0478370252060583,1,0,0.0,0.1533,0.4776,1.5707963267948966,4.057242449862488,2.7465958487018,115.47785135159074,,639549.5074553807,0.46821879499346286,3.0,"1,1,1","1,1,2","0,0,0"
93,qlp-s69-ffi,SPOC,260708537,486.01,CP,98.4582,-58.5285,98.4548810223,-58.5250316295,9.342,0.033,3745.136879191901,0.0018421409445782,1.7447002186411418,2.101211387319989e-06,1.066,0.32,162.6662766069906,8.949318012561882,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96,97,98",GJ 238 b,4.85243,0.061474,1,0.426676,0.0127833,0.5763781903000016,0.0338355580497708,896.0,3445.0,87.0,107.262,83.1418178574725,False,5,5,5,5,5,5,5,2019-05-07 17:42:40+00:00,2025-10-08 01:20:51.600000+00:00,260708537,98.4582157073925,-58.5284581626944,-404.351,795.85,9.36854,STAR,tmgaia2,20190415,31300,8547-01747-1,158-008270,06334998-5831426,,,5482827676662168832,,,tmgaia2,0.0689181,0.0680314,gaia2,65.6992,0.0305741,gaia2,267.837552632789,-25.1231563194765,119.719860706785,-81.089243526551,12.872,0.289,11.62,0.1,,,,,,,,,,,7.898,0.023,7.312,0.034,7.03,0.023,AAA-111-111-000-0-0,,,,,,,,,,10.5294,0.000463,0.00732518,cdwrf,cdwrf,3470.0,157.0,4.8024,0.00504288,,,0.426676,0.0127833,0.421238,0.0203412,5.42292,0.225595,DWARF,0.0237798467,0.005758759,15.2142,0.00715,0.0,0.0,121.0,0.008599793,,,0.0427125543,0.0,0.0,,,,,,,,,,,,0.0072,0.0071,bj2018,,,cdwrf,11.8536,0.001672,9.42234,0.001316,1,,cdwrf,tycho2b3,cooldwarfs_v8,1.22484714230013,1.0549988867211,98.4548810223497,-58.5250316294919,0.0296382203715198,0.0328702069641294,1,0,0.0,0.1604,0.4325,1.5707963267948966,0.13487128488642786,0.12749100496041219,29.239960852091993,,71604068.98678914,52.421853987530774,44.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","4,4,4,1,1,1,2,2,2,3,3,3,3,4,4,4,1,1,1,2,2,2,2,3,3,2,2,2,2,3,3,3,4,4,1,2,2,2,3,3,4,4,4,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
